Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Total Packets,Percent Filtered,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
"192.168.1.177",56476,"34.117.237.239",443,33,4707,214,0,0,17,2758,16,1949,1132.107076,171.1488240000001,128,91
"192.168.1.62",50957,"192.168.1.177",7680,8,531,215,0,0,5,357,3,174,1134.23543,0.005771000000095228,494888,241206
"192.168.1.177",56479,"40.114.177.156",443,38,10599,216,0,0,16,2804,22,7795,1155.742745,20.755020999999942,1080,3004
"192.168.1.177",56480,"130.233.229.20",443,39,88856,217,0,0,14,3544,25,85312,1156.758152,0.321760999999924,88115,2121127
"192.168.1.177",56481,"34.120.208.123",443,22,5645,218,0,0,10,1093,12,4552,1157.076709,0.04401700000016717,198650,827316
"192.168.1.177",56482,"34.120.208.123",443,48,8249,219,0,0,24,5204,24,3045,1157.077577,171.21196499999996,243,142
"192.168.1.177",56483,"130.233.229.20",443,7,462,220,0,0,1,66,6,396,1157.086027,31.565155999999888,16,100
"192.168.1.177",56484,"52.85.49.37",443,40,10202,221,0,0,19,2450,21,7752,1157.177706,171.1195170000001,114,362
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56485,"2a02:6ea0:c500::3",443,1,86,222,0,0,1,86,0,0,1157.217883,0,"",""
"192.168.1.177",56486,"185.76.9.23",443,38,13506,223,0,0,19,2444,19,11062,1157.480629,170.59719500000006,114,518
"192.168.1.177",56487,"130.233.229.20",443,17,5624,224,0,0,8,2839,9,2785,1157.563915,0.022558000000117318,1006826,987676
"192.168.1.177",56488,"130.233.229.20",443,19,8025,225,0,0,10,3039,9,4986,1158.792423,4.0285959999998795,6034,9901
"192.168.1.177",56489,"130.233.224.114",443,77,72225,226,0,0,38,28565,39,43660,1158.87603,9.935750000000098,22999,35153
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56491,"2603:1026:3000:108::4",443,5,430,227,0,0,5,430,0,0,1162.195265,15.02187200000003,228,0
"192.168.1.177",56492,"20.190.181.0",443,103,90884,228,0,0,54,42498,49,48386,1162.445517,129.33710299999984,2628,2992
"192.168.1.177",56493,"130.233.0.8",443,93,89052,229,0,0,55,43742,38,45310,1162.943948,116.79880899999989,2996,3103
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56494,"2606:4700::6812:e65",80,5,430,230,0,0,5,430,0,0,1163.01831,15.029927000000043,228,0
"192.168.1.177",56495,"104.18.15.101",80,32,3558,231,0,0,17,1382,15,2176,1163.309603,115.42357700000002,95,150
"192.168.1.177",56496,"216.58.209.170",443,29,8981,232,0,0,13,2199,16,6782,1163.533468,0.24893599999995786,70668,217951
"192.168.1.62",50968,"192.168.1.177",7680,8,531,233,0,0,5,357,3,174,1174.251734,0.006896999999980835,414093,201826
"192.168.1.177",56498,"130.233.224.114",443,51,51996,234,0,0,25,13998,26,37998,1176.253867,5.754149000000098,19461,52828
"192.168.1.177",56499,"130.233.229.20",443,93,235333,235,0,0,48,36631,45,198702,1177.068934,1.3220290000001569,221665,1202406
"192.168.1.177",56500,"130.233.229.20",443,7,462,236,0,0,1,66,6,396,1178.39097,31.765503999999964,16,99
"192.168.1.177",56501,"130.233.229.20",443,7,462,237,0,0,1,66,6,396,1178.430906,31.72556799999984,16,99
"192.168.1.177",56502,"130.233.229.20",443,7,462,238,0,0,1,66,6,396,1178.431236,31.72523799999999,16,99
"192.168.1.177",56503,"130.233.229.20",443,33,57045,239,0,0,14,2950,19,54095,1179.515407,4.646669999999858,5078,93133
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56505,"2603:1026:3000:110::2",443,5,430,240,0,0,5,430,0,0,1183.225533,15.03503999999998,228,0
"192.168.1.177",56506,"104.18.15.101",80,6,348,241,0,0,4,228,2,120,1184.052708,5.426051000000143,336,176
"192.168.1.177",56508,"130.233.229.20",443,64,234760,242,0,0,22,6076,42,228684,1195.411158,7.060537000000068,6884,259112
"192.168.1.177",56509,"130.233.229.20",443,20,4526,243,0,0,10,3001,10,1525,1198.008875,4.47166900000002,5368,2728
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56511,"2603:1026:3000:110::5",443,5,430,244,0,0,5,430,0,0,1204.273671,15.016206000000011,229,0
"192.168.1.62",50977,"192.168.1.177",7680,8,531,245,0,0,5,357,3,174,1214.252449,0.008166999999957625,349700,170442
"192.168.1.177",56513,"130.233.229.20",443,40,177971,246,0,0,18,4555,22,173416,1220.467058,6.255832000000055,5824,221765
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56514,"2603:1026:3000:108::3",443,5,430,247,0,0,5,430,0,0,1225.294856,15.02802900000006,228,0
"192.168.1.177",56517,"130.233.229.20",443,53,368331,248,0,0,22,3778,31,364553,1243.932678,4.125213000000031,7326,706975
"192.168.1.177",56518,"20.190.181.0",443,14,5921,249,0,0,8,1306,6,4615,1246.337059,5.827766000000111,1792,6335
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56519,"2a00:1450:4026:802::200e",443,1,86,250,0,0,1,86,0,0,1246.496535,0,"",""
"192.168.1.177",56520,"216.58.209.174",443,39,11992,251,0,0,20,2873,19,9119,1246.755763,172.0878570000002,133,423
"192.168.1.177",56521,"216.58.211.227",80,32,3035,252,0,0,17,1379,15,1656,1246.839348,115.38088800000014,95,114
"192.168.1.62",50987,"192.168.1.177",7680,8,531,253,0,0,5,357,3,174,1254.268292,0.00638400000002548,447368,218045
"192.168.1.177",56523,"34.120.52.64",443,66,12743,254,0,0,31,7178,35,5565,1258.633833,172.46376599999985,332,258
"192.168.1.177",56525,"162.55.98.14",443,902,242493,255,0,0,433,135907,469,106586,1261.82312,914.7262740000001,1188,932
"192.168.1.177",50102,"195.148.124.36",80,10,1226,256,0,0,6,504,4,722,1268.428255,0.009857999999894673,409007,585920
"192.168.1.177",50110,"188.166.241.168",80,10,1228,257,0,0,6,505,4,723,1275.162637,0.8449640000001182,4781,6845
"192.168.1.62",51008,"192.168.1.177",7680,8,531,258,0,0,5,357,3,174,1294.282387,0.009362000000010084,305063,148686
"192.168.1.177",56530,"130.233.229.20",443,19,4419,259,0,0,10,2932,9,1487,1295.727599,4.077972999999929,5751,2917
"192.168.1.62",51011,"192.168.1.177",7680,8,531,260,0,0,5,357,3,174,1334.296562,0.006018000000040047,474576,231306
"192.168.1.62",51019,"192.168.1.177",7680,8,531,261,0,0,5,357,3,174,1374.302646,0.007500999999820124,380749,185575
"192.168.1.62",51031,"192.168.1.177",7680,8,531,262,0,0,5,357,3,174,1414.30353,0.0073220000001583685,390057,190111
"192.168.1.177",56544,"149.154.167.99",443,76,197810,263,0,0,36,4998,40,192812,1429.084599,42.51088400000003,940,36284
"192.168.1.62",51045,"192.168.1.177",7680,8,531,264,0,0,5,357,3,174,1454.313927,0.005258000000139873,543172,264739
"192.168.1.177",56548,"34.120.52.64",443,79,15517,265,0,0,36,5825,43,9692,1466.571034,300.05477499999984,155,258
"192.168.1.62",51083,"192.168.1.177",7680,8,531,266,0,0,5,357,3,174,1494.32354,0.005195999999841661,549653,267898
"192.168.1.177",56555,"149.154.167.99",443,37,10053,267,0,0,18,2356,19,7697,1532.035646,170.533819,110,361
"192.168.1.62",51098,"192.168.1.177",7680,8,531,268,0,0,5,357,3,174,1534.33039,0.007061999999905311,404418,197111
"192.168.1.62",51137,"192.168.1.177",7680,8,531,269,0,0,5,357,3,174,1574.342403,0.0063289999998232815,451256,219939
"192.168.1.177",56563,"34.110.207.168",443,28,4005,270,0,0,15,2416,13,1589,1601.066196,170.54248899999993,113,74
"192.168.1.177",56564,"34.110.207.168",443,56,9144,271,0,0,29,6016,27,3128,1601.109082,456.92429300000003,105,54
"192.168.1.177",56566,"149.154.167.99",443,71,102691,272,0,0,23,4033,48,98658,1611.999198,30.400435000000016,1061,25962
"192.168.1.62",51153,"192.168.1.177",7680,8,531,273,0,0,5,357,3,174,1614.34735,0.012261000000080458,232933,113530
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56569,"2a02:26f0:5200::b81f:f89",443,1,86,274,0,0,1,86,0,0,1636.923975,0,"",""
"192.168.1.177",56570,"2.22.244.241",443,32,12464,275,0,0,16,3626,16,8838,1637.224902,60.17930999999999,482,1174
"192.168.1.62",51178,"192.168.1.177",7680,8,531,276,0,0,5,357,3,174,1654.365516,0.008517999999867243,335289,163418
"192.168.1.62",51184,"192.168.1.177",7680,8,531,277,0,0,5,357,3,174,1694.369704,0.009479000000055748,301297,146850
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56576,"2a02:3d0:640:a000::",80,1,86,278,0,0,1,86,0,0,1697.347792,0,"",""
"192.168.1.177",56577,"178.79.212.129",80,11,1152,279,0,0,6,618,5,534,1697.653226,60.03625299999999,82,71
"192.168.1.177",56581,"40.114.178.124",443,35,8629,280,0,0,15,2295,20,6334,1730.223613,20.129663000000164,912,2517
"192.168.1.62",51198,"192.168.1.177",7680,8,531,281,0,0,5,357,3,174,1734.396192,0.011791000000130225,242218,118056
"192.168.1.177",56585,"216.58.211.234",443,33,39254,282,0,0,16,3077,17,36177,1757.308045,0.22726000000011481,108316,1273501
"192.168.1.177",56587,"34.120.52.64",443,690,450679,283,0,0,260,34641,430,416038,1768.017923,932.8221820000001,297,3567
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56588,"2a05:d014:58f:6202::64",80,5,430,284,0,0,5,430,0,0,1768.91535,15.023648999999978,228,0
"192.168.1.177",56589,"34.117.138.150",443,32,8241,285,0,0,17,2016,15,6225,1772.227186,170.35214999999994,94,292
"192.168.1.177",56590,"34.117.138.150",443,18,7276,286,0,0,8,1399,10,5877,1772.228341,0.05547999999998865,201730,847440
"192.168.1.177",56591,"34.117.138.150",443,20,7384,287,0,0,9,1453,11,5931,1772.228858,0.056377000000111366,206183,841619
"192.168.1.177",56592,"34.117.138.150",443,20,7384,288,0,0,9,1453,11,5931,1772.229188,0.055824999999913416,208222,849941
"192.168.1.177",56593,"34.117.138.150",443,21,7438,289,0,0,10,1507,11,5931,1772.229579,0.055433999999877415,217483,855936
"192.168.1.62",51210,"192.168.1.177",7680,8,531,290,0,0,5,357,3,174,1774.395053,0.006294000000025335,453765,221163
"192.168.1.177",56595,"40.127.240.158",443,23,7279,291,0,0,12,2178,11,5101,1786.679573,0.3780330000001868,46091,107948
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56597,"2a05:d014:58f:6201::64",80,5,430,292,0,0,5,430,0,0,1789.948931,15.035358000000087,228,0
"192.168.1.177",56598,"149.154.167.99",443,40,10889,293,0,0,21,3160,19,7729,1795.249062,207.4917019999998,121,297
"192.168.1.177",56599,"149.154.167.99",443,63,111689,294,0,0,23,3825,40,107864,1795.360591,30.475082999999813,1004,28315
"192.168.1.177",56602,"3.70.101.28",80,15,1268,295,0,0,8,553,7,715,1810.999564,67.94436199999996,65,84
"192.168.1.177",56603,"3.70.101.28",443,26,6538,296,0,0,14,1380,12,5158,1811.055689,67.88823699999989,162,607
"192.168.1.62",51217,"192.168.1.177",7680,8,531,297,0,0,5,357,3,174,1814.407016,0.008304999999836582,343889,167609
"192.168.1.62",51240,"192.168.1.177",7680,8,531,298,0,0,5,357,3,174,1854.412032,0.006752000000005864,422985,206161
"192.168.1.177",50062,"195.148.124.36",80,10,1226,299,0,0,6,504,4,722,1868.409292,0.012230000000045038,329681,472281
"192.168.1.177",56609,"192.229.221.95",80,14,3954,300,0,0,8,1407,6,2547,1871.187072,60.072192000000086,187,339
"192.168.1.177",50066,"188.166.241.168",80,10,1228,301,0,0,6,505,4,723,1875.082086,0.839886000000206,4810,6886
"192.168.1.62",51248,"192.168.1.177",7680,8,531,302,0,0,5,357,3,174,1894.427676,0.006225000000085856,458795,223614
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56617,"2001:14b8:1800:303::3ea5:9f29",443,1,86,303,0,0,1,86,0,0,1926.822164,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56618,"2001:14b8:1800:303::3ea5:9f29",443,1,86,304,0,0,1,86,0,0,1927.073901,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56619,"2001:14b8:1800:303::3ea5:9f29",443,1,86,305,0,0,1,86,0,0,1927.120547,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56620,"2001:14b8:1800:303::3ea5:9f29",443,1,86,306,0,0,1,86,0,0,1927.121413,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56621,"2001:14b8:1800:303::3ea5:9f29",443,1,86,307,0,0,1,86,0,0,1927.122298,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56622,"2001:14b8:1800:303::3ea5:9f29",443,1,86,308,0,0,1,86,0,0,1927.12398,0,"",""
"192.168.1.177",56623,"62.165.159.8",443,129,287202,309,0,0,33,3578,96,283624,1927.125106,133.71899699999994,214,16968
"192.168.1.177",56624,"62.165.159.8",443,18,2270,310,0,0,8,1120,10,1150,1927.436132,100.0321919999999,89,91
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56625,"2a04:4e42:3a::760",443,1,86,311,0,0,1,86,0,0,1930.704609,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56626,"2a04:4e42:3a::760",443,1,86,312,0,0,1,86,0,0,1930.72118,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56627,"2a04:4e42:3a::760",443,1,86,313,0,0,1,86,0,0,1930.721472,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56628,"2a04:4e42:3a::760",443,1,86,314,0,0,1,86,0,0,1930.953369,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56629,"2a04:4e42:3a::760",443,1,86,315,0,0,1,86,0,0,1930.968333,0,"",""
"192.168.1.177",56630,"151.101.246.248",443,33,16297,316,0,0,15,2063,18,14234,1931.01392,328.2136519999997,50,346
"192.168.1.177",56631,"151.101.246.248",443,50,39285,317,0,0,19,3231,31,36054,1931.02899,328.19877599999995,78,878
"192.168.1.177",56632,"151.101.246.248",443,37,42453,318,0,0,17,2249,20,40204,1931.029142,328.19854699999973,54,979
"192.168.1.177",56633,"151.101.246.248",443,21,1972,319,0,0,10,1125,11,847,1931.263219,193.50041099999999,46,35
"192.168.1.177",56634,"151.101.246.248",443,21,1971,320,0,0,10,1124,11,847,1931.278097,193.48079800000005,46,35
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56636,"2001:14b8:1800:303::3ea5:9f08",443,1,86,321,0,0,1,86,0,0,1933.395844,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56637,"2a04:4e42:3a::760",443,1,86,322,0,0,1,86,0,0,1933.492335,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56638,"2001:14b8:1800:303::3ea5:9f08",443,1,86,323,0,0,1,86,0,0,1933.642923,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56639,"2001:14b8:1800:303::3ea5:9f08",443,1,86,324,0,0,1,86,0,0,1933.689236,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56640,"2001:14b8:1800:303::3ea5:9f08",443,1,86,325,0,0,1,86,0,0,1933.689524,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56641,"2001:14b8:1800:303::3ea5:9f08",443,1,86,326,0,0,1,86,0,0,1933.689819,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56642,"2001:14b8:1800:303::3ea5:9f08",443,1,86,327,0,0,1,86,0,0,1933.690032,0,"",""
"192.168.1.177",56643,"62.165.159.41",443,225,402603,328,0,0,97,9199,128,393404,1933.697089,127.09184500000015,579,24763
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56644,"2a04:4e42:3a::760",443,1,86,329,0,0,1,86,0,0,1933.743684,0,"",""
"192.168.1.177",56645,"151.101.246.248",443,38,23250,330,0,0,17,2376,21,20874,1933.829827,325.39816800000017,58,513
"192.168.1.177",56646,"151.101.246.248",443,21,1971,331,0,0,10,1124,11,847,1934.045935,190.7131119999999,47,35
"192.168.1.62",51254,"192.168.1.177",7680,8,531,332,0,0,5,357,3,174,1934.433896,0.012676000000055865,225307,109813
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56647,"2a04:4e42:3a::760",443,1,86,333,0,0,1,86,0,0,1935.294997,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56648,"2a04:4e42:3a::760",443,1,86,334,0,0,1,86,0,0,1935.397133,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56649,"2a04:4e42:3a::760",443,1,86,335,0,0,1,86,0,0,1935.534793,0,"",""
"192.168.1.177",56650,"151.101.246.248",443,89,275115,336,0,0,29,2828,60,272287,1935.596897,389.8953580000002,58,5586
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56651,"2a04:4e42:3a::760",443,1,86,337,0,0,1,86,0,0,1935.641712,0,"",""
"192.168.1.177",56652,"151.101.246.248",443,4329,25587949,338,0,0,1500,116291,2829,25471658,1935.701538,1099.441901,846,185342
"192.168.1.177",56653,"151.101.246.248",443,21,1971,339,0,0,10,1124,11,847,1935.835434,188.4208319999998,47,35
"192.168.1.177",56654,"151.101.246.248",443,21,1971,340,0,0,10,1124,11,847,1935.942715,188.31361500000025,47,35
"192.168.1.62",51264,"192.168.1.177",7680,8,531,341,0,0,5,357,3,174,1974.44042,0.009358000000020184,305193,148749
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56659,"2001:b28:f23d:8007::805:532",443,5,430,342,0,0,5,430,0,0,1977.768031,15.023185999999896,228,0
"192.168.1.177",56660,"149.154.174.200",443,56,47910,343,0,0,20,3310,36,44600,1978.032078,32.41099000000008,817,11008
"192.168.1.177",56663,"149.154.174.200",443,16,2861,344,0,0,8,1854,8,1007,1998.80895,0.4379789999998138,33864,18393
"192.168.1.62",51306,"192.168.1.177",7680,8,531,345,0,0,5,357,3,174,2014.454756,0.006161000000020067,463561,225937
"192.168.1.177",56667,"34.117.237.239",443,32,4653,346,0,0,17,2758,15,1895,2032.493198,171.33517499999994,128,88
"192.168.1.177",56669,"149.154.167.99",443,42,11053,347,0,0,23,3307,19,7746,2046.846891,256.1503290000003,103,241
"192.168.1.177",56670,"149.154.167.99",443,43,38167,348,0,0,20,3679,23,34488,2046.959787,30.318395999999893,970,9100
"192.168.1.62",51325,"192.168.1.177",7680,8,531,349,0,0,5,357,3,174,2054.466705,0.007278000000042084,392415,191261
"192.168.1.62",51341,"192.168.1.177",7680,8,531,350,0,0,5,357,3,174,2094.478526,0.008937000000059925,319570,155756
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56678,"2001:14b8:1800:303::3ea5:9f29",443,1,86,351,0,0,1,86,0,0,2124.26903,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56679,"2001:14b8:1800:303::3ea5:9f29",443,1,86,352,0,0,1,86,0,0,2124.506904,0,"",""
"192.168.1.177",56680,"62.165.159.41",443,91,252122,353,0,0,24,2386,67,249736,2124.571882,120.01800099999991,159,16646
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56681,"2001:14b8:1800:303::3ea5:9f08",443,1,86,354,0,0,1,86,0,0,2124.768023,0,"",""
"192.168.1.177",56682,"62.165.159.41",443,18,2270,355,0,0,8,1120,10,1150,2124.821838,100.0205920000003,89,91
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56683,"2001:14b8:1800:303::3ea5:9f08",443,1,86,356,0,0,1,86,0,0,2125.008521,0,"",""
"192.168.1.177",56684,"62.165.159.8",443,42,87176,357,0,0,15,2060,27,85116,2125.070092,120.02650600000015,137,5673
"192.168.1.177",56685,"62.165.159.8",443,18,2270,358,0,0,8,1120,10,1150,2125.318095,100.02361399999972,89,91
"192.168.1.62",51356,"192.168.1.177",7680,8,531,359,0,0,5,357,3,174,2134.479473,0.010900000000219734,262018,127706
"192.168.1.62",51363,"192.168.1.177",7680,8,531,360,0,0,5,357,3,174,2174.488238,0.006112999999913882,467201,227711
"192.168.1.177",56694,"34.120.208.123",443,42,9849,361,0,0,21,3633,21,6216,2213.678524,171.04789100000016,169,290
"192.168.1.62",51366,"192.168.1.177",7680,8,531,362,0,0,5,357,3,174,2214.491953,0.006150999999590567,464314,226304
"192.168.1.177",56698,"149.154.170.200",443,41,27596,363,0,0,15,2832,26,24764,2250.573448,31.51646099999971,718,6285
"192.168.1.62",51391,"192.168.1.177",7680,8,531,364,0,0,5,357,3,174,2254.499447,0.006680999999844062,427480,208352
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56700,"2600:1901:1:81::",443,1,86,365,0,0,1,86,0,0,2259.240794,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56701,"2600:1901:1:81::",443,1,86,366,0,0,1,86,0,0,2259.484656,0,"",""
"192.168.1.177",56702,"35.186.224.17",443,1669,314016,367,0,0,802,226947,867,87069,2259.546038,3659.7436430000002,496,190
"192.168.1.177",56703,"35.186.224.17",443,14,2206,368,0,0,8,1092,6,1114,2259.795444,65.93273200000021,132,135
"192.168.1.177",56705,"149.154.167.99",443,38,28585,369,0,0,17,3517,21,25068,2272.185845,30.34823899999992,927,6608
"192.168.1.62",51405,"192.168.1.177",7680,8,531,370,0,0,5,357,3,174,2294.505144,0.007045999999718333,405336,197558
"192.168.1.177",56709,"94.130.182.214",443,238,71359,371,0,0,123,41416,115,29943,2299.609792,273.12837599999966,1213,877
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56712,"2001:14b8:1800:303::3ea5:9f08",443,1,86,372,0,0,1,86,0,0,2325.499139,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56713,"2001:14b8:1800:303::3ea5:9f08",443,1,86,373,0,0,1,86,0,0,2325.744146,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56714,"2001:14b8:1800:303::3ea5:9f29",443,1,86,374,0,0,1,86,0,0,2325.754659,0,"",""
"192.168.1.177",56715,"62.165.159.8",443,60,152665,375,0,0,19,2116,41,150549,2325.811154,120.01768799999991,141,10035
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56716,"2001:14b8:1800:303::3ea5:9f29",443,1,86,376,0,0,1,86,0,0,2325.985261,0,"",""
"192.168.1.177",56717,"62.165.159.8",443,18,2270,377,0,0,8,1120,10,1150,2326.048779,100.03639399999975,89,91
"192.168.1.177",56718,"62.165.159.41",443,41,51785,378,0,0,13,1953,28,49832,2326.055673,120.02931100000023,130,3321
"192.168.1.177",56719,"62.165.159.41",443,18,2270,379,0,0,8,1120,10,1150,2326.296108,100.04194300000017,89,91
"192.168.1.62",51421,"192.168.1.177",7680,8,531,380,0,0,5,357,3,174,2334.516387,0.007271999999829859,392739,191419
"192.168.1.177",56722,"35.186.227.140",443,524,157426,381,0,0,225,124225,299,33201,2343.109025,704.8598569999999,1409,376
"192.168.1.177",56723,"34.110.207.168",443,78,12454,382,0,0,41,8454,37,4000,2343.14291,691.7957160000001,97,46
"192.168.1.177",56725,"149.154.167.99",443,1200,1305814,383,0,0,684,92614,516,1213200,2358.089009,616.3811180000002,1202,15746
"192.168.1.177",56726,"149.154.167.99",443,50,51412,384,0,0,23,4104,27,47308,2358.205037,45.45334199999979,722,8326
"192.168.1.62",51438,"192.168.1.177",7680,8,531,385,0,0,5,357,3,174,2374.521267,0.007180000000062137,397771,193871
"192.168.1.177",56731,"20.54.232.160",443,38,23443,386,0,0,21,11010,17,12433,2405.197439,170.2428789999999,517,584
"192.168.1.62",51454,"192.168.1.177",7680,8,531,387,0,0,5,357,3,174,2414.525847,0.005623999999897933,507823,247510
"192.168.1.177",56734,"149.154.167.99",443,37,24653,388,0,0,18,3571,19,21082,2418.419861,30.35496200000034,941,5556
"192.168.1.177",56736,"157.240.205.60",443,40,8866,389,0,0,20,2498,20,6368,2433.756856,170.639228,117,298
"192.168.1.177",56737,"142.132.209.32",443,24,7522,390,0,0,11,1575,13,5947,2435.02283,0.5195320000002539,24252,91574
"192.168.1.177",56738,"142.132.209.32",443,40,10380,391,0,0,17,2995,23,7385,2435.023199,42.01601999999957,570,1406
"192.168.1.177",56739,"142.132.209.32",443,25,7598,392,0,0,11,1575,14,6023,2435.023507,0.5134140000000116,24541,93850
"192.168.1.177",56740,"62.183.170.50",80,32,3217,393,0,0,17,1375,15,1842,2435.167601,115.45144200000004,95,127
"192.168.1.177",56741,"62.183.170.50",80,32,3217,394,0,0,17,1375,15,1842,2435.167983,115.45103800000015,95,127
"192.168.1.177",56742,"62.183.170.50",80,32,3217,395,0,0,17,1375,15,1842,2435.168154,115.45082300000013,95,127
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56743,"2606:4700:4400::6812:2439",443,1,86,396,0,0,1,86,0,0,2436.408647,0,"",""
"192.168.1.177",56744,"172.64.151.199",443,190,338572,397,0,0,71,12746,119,325826,2436.660099,176.83825699999989,576,14740
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56746,"2a01:4f8:c012:e655::1",443,1,86,398,0,0,1,86,0,0,2442.077228,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56747,"2a01:4f8:c012:e655::1",443,1,86,399,0,0,1,86,0,0,2442.077438,0,"",""
"192.168.1.177",56748,"91.107.148.202",443,47,11468,400,0,0,23,4474,24,6994,2442.328079,171.19846800000005,209,326
"192.168.1.177",56749,"91.107.148.202",443,19,6755,401,0,0,10,1499,9,5256,2442.328264,0.14373399999976755,83431,292540
"192.168.1.177",56751,"40.114.177.156",443,5,330,402,0,0,1,66,4,264,2451.253589,7.301312999999936,72,289
"192.168.1.177",56752,"40.114.177.156",443,66,17474,403,0,0,29,3538,37,13936,2451.332657,21.014549999999872,1346,5305
"192.168.1.177",56753,"40.114.177.156",443,163,133231,404,0,0,72,8221,91,125010,2452.446344,30.043521000000055,2189,33287
"192.168.1.177",56754,"40.114.177.156",443,39,11658,405,0,0,15,2219,24,9439,2452.625234,28.64460999999983,619,2636
"192.168.1.177",56755,"20.103.36.96",443,32,21164,406,0,0,16,2647,16,18517,2453.903802,28.48396300000013,743,5200
"192.168.1.62",51477,"192.168.1.177",7680,8,531,407,0,0,5,357,3,174,2454.531949,0.007464999999683641,382585,186470
"192.168.1.177",56756,"40.114.178.124",443,92,56905,408,0,0,45,5115,47,51790,2454.728357,29.301930000000084,1396,14139
"192.168.1.177",56757,"40.114.178.124",443,22,6867,409,0,0,10,1522,12,5345,2454.742901,0.3956709999997656,30773,108069
"192.168.1.177",56758,"40.114.178.124",443,23,6921,410,0,0,10,1522,13,5399,2454.743635,0.3988710000003266,30526,108285
"192.168.1.177",56759,"40.114.178.124",443,22,6867,411,0,0,10,1522,12,5345,2454.743988,0.382560999999896,31827,111773
"192.168.1.177",56760,"40.114.178.124",443,20,6759,412,0,0,10,1522,10,5237,2454.74437,0.16400400000020454,74242,255457
"192.168.1.177",56761,"40.114.178.124",443,23,6921,413,0,0,10,1522,13,5399,2454.744598,0.3979479999998148,30596,108536
"192.168.1.177",56763,"185.179.237.109",443,49,54220,414,0,0,24,5237,25,48983,2463.737743,5.628832999999759,7443,69617
"192.168.1.177",56764,"185.179.237.109",443,18,4754,415,0,0,10,2409,8,2345,2463.87516,5.498936999999842,3504,3411
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56765,"2a00:1450:4026:804::200a",443,1,86,416,0,0,1,86,0,0,2463.90375,0,"",""
